tweet_id,label,author,content
142842947271004160,joy,ProudMahomie23,"Am I the only #Mahomie who notices that @AustinMahone Has almost 300,000 Mahomies?!?!? &lt;333 #PROUD"
143533032714940417,love,kellykristine96,I'm only yours ! #love
147142736355672064,sadness,juliasatoh,No new modern family tonight #disappointed
135122553046966272,joy,LaLa_Always100,Aaliyahs Christmas is almost done ;) #Excitement
142024508256157696,anger,GnarlyGabrielle,I hate when I drive at night and people coming towards me or behind me have their brights on. #annoying
148973134249332737,sadness,Boobzapalooza,I think I miss my boyfriend.. :( #lonely
139483002722979841,thankfulness,MyPetiteMaison,Two big parcels from Francais just arrived courtesy the nicest mailman in the world.  #thankful
137729325876252672,sadness,MikeTPhD,@StephEODonnell which is exactly why I never go to the shark #sad
138452788316348416,love,kaycepitt,adam levinne is my #love #sohot
136779386660720640,love,kcdelsan,"I love you my God! I'm so proud of you, of what you've done for us:) You are truly amazing!!! #faith #love #God"
145655474740662272,anger,ryanfugginword,I dont get this cold one day im good the next i feel like shit then better again #annoying
144547020391194624,sadness,colewbrown,It doesn't really make sense that the Big EAST now has 4 teams from way WEST. #desperation
149569891127660544,fear,beelars,t-minus 10 minutes until interview timeeeee. #nervous
136526055002488832,joy,SugarBooJ,"my back has to get better..i hav a busy fun weekend!!! and cant wait for next weekend Dinner with the fam + extra guest :) #excited"
139727004659494913,thankfulness,brookebez,Gobble gobble bitches! #getfat #thankful
139784166542811137,love,Brendan_Miller2,@TheMik_chaelas Im always excited especially when it comes to my Adele. #Love
138001971864023041,fear,FlyBoyNath,@NathanTheWanted Please could you wish me good luck with my prelims? :D It would honestly mean so much! #nervous xx
139522546386223104,anger,Bailey_Nicole_,Ugh. I have too continue my great turkey weekend with my dads gf and her 3 weird kids. #annoyed
138022026916020224,fear,WubeyOneKenobi,@vickylheywood did you find your key #worried
143417241243885568,anger,dgallimore,Enjoying the look on my brother's face after eating a wasabi nut with nutella on it #disgusting
146759152918736897,joy,iKANDII_,@XxSOo_DOPE_YOxX I heard a commercial on the radio last night that was talkin bout yu... #Proud!!
138752710563467264,joy,reecepollard93,Had a good night :') @teeeelouise #happy
148807019959296000,love,TheRealCoopa,Shoutout to everybody tell me #HappyBDay thank y'all #Love
149855958934372352,anger,JJSwash,#WorstChristmasGiftEver your missus' sitting on someone elses lap and asking for a present. #Rage
148577813379825664,love,callmeMICnasty,A little attitude problem all good it'll make ishh last.. :) #Love
143884512298934273,anger,Cool_Breeze401,"Hey #RedRoofInn: I want to charge my phone, overnight, NEXT TO ME; not across the room. Outlets NEXT to the bed would be lovely. #frustrated"
148482073462710273,sadness,xxosusi,"@justinbieber i see all these beliebers getting noticed, but I haven't gotten noticed :/! #DEPRESSING 5"
139090302739824640,fear,reesy2210,@leenadalmartin how is the tennis going? #nervous
148805843842904064,sadness,ms_rhima,"Wateva mks u happy, am down...#sad"
136567868954394624,thankfulness,VivaLaTarp,Wow...2 years ago today my life changed forever...I am proud of how far I've come and looking forward to a bright & happy future #Thankful
143839033821368321,love,HeatherBrieanne,jack johnson as i write my research paper #love
142431086167863296,joy,Darcyrows,watching Home Alone.. love the family Christmas classic! #happy
137647779513245696,love,_anyabray,"MY LIFE IS LIKE A ROLLERCOASTER, COMING OFF THE TRACKS SPINNING ROUND AND ROUND @tinchystryder #LOVE !!!"
140289584717238273,love,therealkiid,I think I'm bout to buy a gas mask bong #Love
147763648536907776,sadness,Shay_4Lyfe,Gotta go see mom...and Grammy. #sad
140113790715969536,joy,samantharaex,My whole car just gave some homeless guy money. #Proud
146796361491300352,love,SANAMNAZAR,Is @RobKardashian still with that Adrianne girl from CHEETAH GIRLS? Cus I'm watching the episode where he shows her name tattooed. #love
148527546445737984,joy,1ofa_kindsai,"@ mercados , then bouta put up sakiras tent she got for her bday n have movie night w. my princess :) #Excited lol"
136934992004648962,love,_jmerrigan,@AllTimeAlexFans @TeamJoMerr lovin all the love! #love
144875304517767168,sadness,katlyn_hynes,Everyone assumed we'd have a repeat of 9-11. Who thought we'd have a repeat of the Virginia Tech Shooting. #depressing #todayssocietysucks
146975570343886848,fear,MarkyOxley,Has a mental illness HUGE LOL #anxiety
144288312159506432,thankfulness,Wildcat_Pride05,"Dear God, thanks for my beautiful life and forgive me if I don't thank you enough #thankful"
146726669003137024,anger,S_danielle13,Can already tell these people are going to drive me crazy!? Ugh. #annoyed @keh0415
143532372707643392,anger,OGmudstucch,Forgot the world revolved around you #annoying
142197700165771264,joy,powella19,field trip= no school #happy
145316011837624320,anger,mrbestrealty,"x2! “@Julia7089: People who don't understand the stand on the right, walk on the left rule on elevators #annoying”"
145687193770409984,joy,LaurenChappa,I'm currently defending all of 3 coats from the dangerous coat thieves at the village green. #exciting #sarcasm
138662274389901312,love,PaulinaaAmeliaa,&i was praying that you&me might end up together..#love
143170512070250498,sadness,laurapackerr,Im by myself on a Saturday night...... #DEPRESSED
140999444333215744,anger,ashleychammm,my phone dies like five times a day #annoying
138681134828634114,sadness,DonQ_14,CC im sorry..but i aint gonna be making that trip. #homesick
144508655285440512,sadness,_Ameliator,I think that beliebers ask too much for @justinbieber . He isn't Superman... #sad
149671581600321537,love,_AnnaJSmith,Watching @justinbieber Christmas special! &lt;3 &lt;3 &lt;3 #LOVE #BieberOnTLC
145554751352868865,sadness,collldesrochers,Today's not going as planned :( #sad
135054746854760448,anger,harriric,Loves being in first gear on the motorway!!! Drive properly you commuting arseholes #frustrating
142613174619877377,joy,Wraggers,@illieface sounds like something amazing! #excitement
147539095172808705,joy,ktcogan,@onsmith92 @sarah_marinara miss both of you. caaant wait to see you guys #excited
145199863318056961,love,nadiarupard,I wonder what the kardashians are doing right now @KimKardashian @KhloeKardashian kourt k #love
138616601472794624,thankfulness,ChristNCurtis,At this current time wouldn't have my life no other way #thankful
143167218631446528,sadness,Keerraaaa,#Oomfs thought I was talking about him on my tweets haha -__- #Embarrassing
135931500418961408,joy,WillDaRabbi,so i am very excited to be spending tuesday with my BFF @LivCollins12 for her birthday goin to see Footloose #excited #birthdayparty
146245027683770370,sadness,Nicole_Lathrop,The snow is melting #disappointed
145498643162599425,joy,lisacolon1974,If you live with an open heart and an open mind you will find the happiness you are looking for. #happiness
146787275504758784,joy,Scottie2Thottie,@34brandonj Just Don't ever quit #Pride
148500997474484225,joy,fiona_pattison,3 hour nap on a Sunday afternoon listening to Jarvis Cocker #bliss
144287900903800832,joy,humphjr,if only i had a photographic memory!!! #bliss
146406378116886530,joy,Cgrxy_5,@msedory94 yeah very. As if you were trying to prove a point to make him jealous.. Ya know? Let's just stay forever single together! #joy
149630913452576769,joy,_May_Soon,Thinkin bout my actions ! & How ima fix them !:) #Happy
136123971182661632,surprise,AshtynStone,She's not here again #surprise
144284368779743232,anger,4eeMy_Soul,Ugh You Like The Virus That Took Over My Lap Top #Annoying
144615762483625984,joy,lindseyyybayb,Going to Las Vegas in the morning. :) Won't be back until Monday night! #excited #WhatHappensInVegasStaysInVegas
148970147254771712,joy,madi_smoot,@Z_Witt is writing me a note tomorrrrrrow &lt;3 #excited
146704248908955648,joy,Dannosaurous,@TheRealHalstead GUESS WHAT? i'm back onnn twitter. :) time to be #happy.
140941169420025856,thankfulness,DrewBrownie38,Thank you @tombrady for another fantasy football victory #thankful
147517672400228352,thankfulness,6colorchic,@FlapJackk_ thank yu bkuz I kud really use it #Thankful
146435722835009536,anger,janie_ferren,@clara_ferren has played marry the night by lady gaga over 100 times today.. About to throw her ipod out the window #annoyed
148117382206988288,anger,bronwinning,who even are you anymore? #youchanged #yupisaidit #annoyed
142450528436232193,anger,Evan_Youkhanna,Wow why can't my mom be more like my dad! #annoyance
134675913785880576,joy,xoitsdesiree,and block b is really popular in ireland ^____^ yayyyy #proud
138133911862648832,anger,KingDenz_,I hate taking naps in the day time because they hinder me from sleeping at night #frustrated
148871218076987393,anger,TheBarbarian123,Hey mom. Sometimes you dont have to talk bad about me. #annoyed #extremelyangry #idoalotofthingsthataregoodtoo
147378596829335552,sadness,MargieeKidd,"A smile will never appear on that pretty face of yours.. #depressed"
140051141340839936,sadness,alexisnichole14,Well looks like I'm not going to the game #Disappointed
142807221363949568,anger,hotpot11,Can't sleep :-( #annoyed! x
148585829898534912,joy,Boiled_Onions,Bullies in bulletproof :D #Bliss
146425060389961731,love,KelseyWooden,Good luck girly! @manda_kelly6: Going to tumbling and working on whip through to double. #love”
140304336407363584,sadness,MorganBirman,i wish i had somebody to cuddle with right now #lonely
145874685526163456,thankfulness,Mimilovesu2,"I search for You God of strength, I bow to You in my brokeness. I pray to You God of peace, I rest in You. #teamJesus #thankful"
141175257502449664,sadness,am3liap0p,@BryWillz good ish so tired from vacation last week!! I wish you still lived here :( #sad
142371813958238209,joy,joshlechien,Just got 75 out of 50 on my french presentation #excited
142649645858963457,joy,stella_delirio,Hoy le gané a la alarmaa..!! #proud :3
138813254892912641,sadness,TheManCalledEL,Dat nigga JD went 4rm rappin wit Jay Z & doin errbody remixes 2 DJ'n da club... #Sad
144301168066179073,fear,bedourim,I will do a presentation:'( #nervous
144824628613873666,joy,SharonValler,@leicestermark @alfieboe me too! Front row in Bournemouth! #excited
137742680695373824,joy,judgedbymycover,Seriously if I get these dates approved i'll be spending the night in atl b4 I hit augusta for homecoming.. #excited
135868407882072064,sadness,Torr_iizzle,Eww we have school tommorw #depressing
145080722208718848,joy,MykeyOnTheRun,About to watch the LST Choir perform Christmas songs at the LST Lobby :) #Excited #Inspired #Advent
142155107792977920,joy,Valette,"Son just gave us his Christmas wishlist. As an html file. With nested lists, divs, and a table. Color coded. #proud"
148717057817583618,joy,AmyEBooth,"Loved hearing the bewdley school people going to school, and just rolling over #bliss"
149676307385556992,sadness,adamhw4,Uhm so Melanie ain't all that w/o make-up. #disappointed
139481693273853952,joy,silfordb,Step one of 'The Project' complet:) glad:-) very glad:-):-) #happy #basicBASEMENT
138935368664891393,joy,TeamEMAYA,"@seriouslybl ooooo there were podcast?? :O I need to hear it asap lol, do you still have the link hun?? #excited"
147130857323364352,sadness,Carmenita_28,Were havin a fake ass winter this year 1)fake tree2)no snow3)no st.nick I bet we'll be eating tofu on Christmas or some fake ass food #sad
142017984276336641,sadness,NotElijah,@Brianna_Demuth I KNOW RIGHT!!! I realized that like 2 months ago! #sad
148748887740526594,anger,_itsmicaelaa,what is the point in taking exams? its too damn early! #annoyed.
146081539279683584,sadness,SabrinaDanelle,I've never been so confused in my whole life. #depressed
137236769186918401,love,ohyeah_andrea,About ta order these chicken tenders from adelphias (: #love
143445828047081472,anger,_watsyyyy,see all these eggs that keep tweeting me spam? can use please piss off. #annoying
135234711038599169,joy,vivala_lauralu,11/11/11 made this day better than how it would of turned out! #happy
143916905051340801,joy,MikeAdams52,@millertime3434 happy to have u following me #proud #coolestkidondrayersecondfloor
141322905773539329,anger,i_sanchez01,OMG. my sisters sooo #annoying :O
146805586401558528,joy,i_cANT_snipe,@lilhimy04 that's weird cause I came home to some nice homemade beef stroganoff :) #happy
143464923492659201,anger,jAmckay14,We all live in the same town like holy shit stop putting eachother down people fucked up but now we need to just look past it all. #annoying
145221893312626688,sadness,GradyLocklear,@brookland They haven't rolled out the redesign for me yet :-/ #neglected
139163397899030528,anger,MaestroMJR,Not to happy at all tonight #irritated
147070618213416960,sadness,MIR_iSme,I seriously never get mail. #Depressing
142364637999013888,sadness,AMP_Rugby,"@maddisonphoto I'm not mad, just #disappointed"
142488672607019009,joy,EddieAspuru,Bored at the moment! Tonight the weekend begins! #Excited
136920732675489792,anger,patbeebs,"I love when @Ali_Miller blames her awkward private experience that's now public on me... #annoying #liar"
139702930466017280,thankfulness,Gordy___,"A strong family, the best girl in the world, and the greatest freinds. I love you all #thankful"
137499070695608320,love,TommyAntone,working on a track.. it's gonna be beautiful #music #love
141376980284211200,anger,jasraerice,just got a lot of motivation from looking at those pics... #disgusted
143392273982435328,joy,LoveBSheff,We are thinking Costa Rica or Puerto Rico! Hmmmm which one?!! #excited
144916213858963456,love,apcoleman_,Jack Frost is onn !  #love
139430720790736896,love,Luna1281,@brian_littrell we would like to get a chirp from u @natalie_peer @luvbsb1264 @maru85argent one chirp for us please. love you :) #LOVE
148024963490775040,anger,Cuentaverif,why does youtube have adverts before just about everything.. #annoying
147372620109717504,anger,b3thanwilliams,Going for a walk in the cold cause' I just can't stand my mum anymore!#RAGE.
138389054856249344,fear,alexbreen11,hockey tryouts tomorrow.. cant focus on anything else. #nervous
148398097591050241,joy,StuWatts_,"Headed to church with @Jacks_Chilling, it's been way too long.. #excited"
140999742590169089,love,rileyybear,"Smartest thing I ever did was make you all miiiiiine :) #eliyoungband #love #crazygirl"
146450783653724160,fear,Sarah_Styers,Let my sister cut my own bangs... Idk how I feel about this... #nervous
135918529257017344,sadness,El_Walrus,Has anyone noticed the weird change in Facebook where everyone in your news feed is in a relationship? #lonely #fuckit #livingitup
147333564361474048,anger,Caarlywest,"Keep talking behind my back, that's probably the safest place for you. #annoyed"
135891787150659584,joy,7griffinjack,Really need to be going to sleep but cant get over the fact that it's only 41 DAYS UNTIL CHRISTMAS. #EXCITED #iPad2 #EEK
148799181132279808,thankfulness,NICO_LIVE100,#blessed to see another day..God has done it again #thankful
144483151153070080,sadness,MattBannister10,A netballers fitness is tragic. #embarrassment
138995126100959233,joy,shar_grozzyy,@NiallOfficial bought #UpAllNight today!!!!!! OMG its your first album! #exciting
148695994983399424,joy,RaneemMS_,No more homeworks no more midterms no more presentations no more dwam #happy#7mdella
145946311617810432,fear,Joanna_Bosse,Eppp getting graded today ! #nervous
148912113639886848,joy,Shirineakar,Oh j'ai fais un mini Skype avec Marine!!! #Happy
138085467877937152,sadness,k_hink,Spent the first half  of the game yelling at the tv pleaes don't make me do it again ksu...step it up #embarrassing
138415223630602241,fear,Gomez_KingLos,Nervous for new trimester :/ #worried
142677822429868033,love,jayclegg2,Skipping school to hang out with @bbrookebrady1 #love
135418800760832001,anger,its_RANDI,I got a full 10 hours of sleep for the first time in months & I'm still tired. #annoyed
134696171733127168,anger,BrettKoester19,Sad day in American college sports. PSU rapes... #disgusted
147817773102399488,joy,AcrylickJoel,"@Lakers @RickyRo24  wow, from East LA to CSUF to Blue Jays to Laker Reporter #proud #goodlook"
142761639719092224,joy,chef____curry,Gonna have some fun tomorrow night! #excited #gettinmydrinkon
149551791162404865,sadness,BullyRingo,@thelockedwonder ppl vote for politician as if they are entertainers not on competence #sad
144135263038341121,fear,somethingenuine,I should have answered his call at 4am last time I got a call like that it wasn't good if anything happens I'm to blame=/ #worried
144101969143922688,sadness,bangbros_vell,"People take things for granted,but if it wasn't for god we wouldn't have anything #sad"
146537071358640128,anger,wimplesneer,Just clutched my mouse so hard that the ball fell out. #frustrated #oldtechnology
146030771071762433,joy,SigaSusSueno,Smashing This Red Lobster.  #Smdh These Biscuits&gt;&gt;&gt;  #Bliss
139851787590057985,thankfulness,Savannahandsuch,"Listening to @dcfc and making banana croquets with Morgan and Jax, sweet Thanksgiving #thankful #bananasrock"
141833275894267904,joy,StewMcLean,Happy St. Andrew's Day to all my Scots #Proud
144974763180302336,anger,golouderevents,@DJDannyBuk then when u get a random tweet u can track back & see what they were referring to. Get the paid app w/o ads tho. #annoying
141378168987721729,love,assailcaptain,OF & Waka Before Bed &lt;3 #Love #Sleeptight
145561755869904896,anger,KaylaMSutter,Just because I'm a bit younger than everyone else doesn't mean I'm not mature enough. #frustrated
137986543649439745,anger,Chelsearaemcd,Some black ladies just crop dusted me Meredith and Dani in panera hahahaha #disgusting
134847715086565378,sadness,annaa__mariee,I expected more from you.. #disappointed.
144530934119661569,fear,ianmccourt,And that is that. United are out of the Champions League. My prediction was right. #Worrying
149261533619294210,sadness,britishbedtime,@emilykatecoyne How could you forget! #Disappointed
148884629884112896,joy,_Hannahfitton,4 More sleeps till @Onedirection #Excited
134830002490449920,joy,ElSegundoLuxk,Shout out @fuckyourdimples go follow her she A-1 #happy
147770923880161280,joy,BrookeThaFinest,Guyss Christmas is in likk a week #excited !!!!!!
136006713420689408,joy,MsMeganHarris,7 days to go until my birthday! #excited
136850770166427648,anger,Cjm5734,I better get a B on this exam i studied my ass off! #annoyed
142064884916568064,joy,Successfulgal09,So I have to pay $80 for a parking tickets..n he's Going to pay for them..#Happy
139715969303064576,thankfulness,Stephenthomas25,@DIRTY479 thanks man. Hope your Thanksgiving is good and blessed. #thankful
142433588758061056,joy,Tweedlegenius,It's slowly coming together #excited
141259976290213888,anger,melanieteschke,Omg. Get away from me #youreannoying #annoyed
148425376748670976,fear,Lexiimarie20,"Talkin to the coach today.. #nervous"
145643626360344576,fear,woodwarddotCA,Finished first draft of the short script I'm working on.  Just sent it to the poet I'm working with for notes.  #nervous
139550924250157056,love,TIBMx3,my mom is cooking some truely amazing things right now ! :)  #LOVE
145421739101405184,joy,samantha_monko,I've grown up so much these past couple of months. #proud
148394594684518401,sadness,theycallmebeef,LMAO when my mom bear hugs the ref at the cutter classic..#smh #embarrassing
145923906748952576,love,_sarasedo,Here..With my friend @laurasmiiile singing #Morethanthis♥ #love @zaynmalik @Harry_Styles @NiallOfficial @real_liam_payne @Louis_Tomlinson
146529326400155648,thankfulness,leahmoore93,Couldn't ask for much more! #thankful:)
140309682773426176,joy,maggggiep,Now this is more like it :) #happy
140473064398917633,thankfulness,notasinglestory,Good Morning. His #mercy. #thankful.
147402193731985408,anger,karlajanet321,"Just realized I left my tech shirt at school, hopefully it's in second since I have to go to it tomorrow #Annoyed"
146819288379031553,sadness,ValGomez_,No le gustan mis chistes... :( #sad
147750879880167424,sadness,LucasGale,"@bethstockton its not like i want to be in here isit. pfft, you'll have a good night without me anyway #lonely"
135943120402657280,joy,AniPriStar,Por las Primadonnas que lloramos al ver el PV de Distance .. &lt;3 #Proud
148968912569114624,anger,AliciaRashal,"If anybody can get me mad its my parents, its like they know exactly what button to push!! #irritated"
135839406606131200,anger,sjaox,"Was supposed to have my first Saturday off work in 3 months yesterday, and ended up being called in. #annoyed"
149290361796296705,sadness,Brittney0112,Gonna hide out in the bathroom for a few minutes. #sad #needabreak #tiredofworking
139740220944941058,thankfulness,samquinnn,Nothing like forgetting your towels in the dryer over night and having to run out in your underwear to grab them. #thankful
142415897045377024,sadness,SFTWIreland,How did I end up living the kind of life that results in Ross Kemp being the only semi-watchable thing on telly when I get home? #depressing
136997823316099072,sadness,NiecyDeBoss,Lawdddd ! This is what technology does too mee ! )= #Depressed
143050340995047424,sadness,sweetjoy_21,@iBreannaLynette thought I was watching this all by myself!!! He is tho! #sad
137213801643782144,joy,ProBendingChamp,Sooo... Sean said that for my #Birthday he's gonna take me shopping while we're down in Dallas =D #Excited!! #CantWait
148225503881474049,joy,OlaAki_,Later today it's @TheFirstLadyLDN Fayre then @onemic_uk - #Excited
136641461566447616,joy,DoYaThieleMe,me and @MelBar11 and Sheldon and Glitter had a very successful snuggling session (say that with a lisp) tonight. #glee #newgirl #happy &lt;3 :)
144114641918885888,joy,M_Rye,Got this lil trip set up next week for me and my cousin #excited
142071142948155392,sadness,Lolly_Tysinger,My dad talking to the victoria secret christmas commercial.... #embarrassing
140073439619846144,joy,panic_andy,Finally stopped the habit of stalking off people's profile. #achievement #proud
138037152809353216,joy,alwaysADY,Pinapple coconut rum mixed sangria...#Bliss
146650223622631424,joy,DJChampagne,Lost 3.8lbs - got 25lbs to go! #excited
145116383972306945,anger,SamyDellavedova,@hannahkatreana you retweet gio way to much. #annoying
146540814863052800,anger,xxCSZNxx,"Watching ESPN and it hit me, what the hell is going on in the sports world with all these sick minded coaches !?!?! #disgusted"
140545089314365441,joy,brainyloma,white soy mocha. #happiness #butseriously
145038099104272385,sadness,livborkenstein,@kendofizzal don't call me out like that... #embarrassing #buttrue
140862083729342464,love,Jereltown,Some people still cant figure out how to #love
147320158678036481,sadness,sarahsnyderr,I just tripped up the stairs... Hahahahah #imsoclumsy #embarrassing
142343459582390272,surprise,ilIzzang,"@_marionnette Non, c'est pas drôle. JONGHYUN DOIT DOMINER. Mais j'ai trouvé un moyen pour te faire te calmer.......... #SURPRISE"
135875404866134016,fear,smashonmywhiteT,@aclinton26 haha let's hope so!! #nervous
136904533212270592,fear,choppedonion,Twitter Board members are staring at my timeline #nervous
